dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,5.039134,2.795146,0.559480,0.016340,-0.057926,0.099178,0.653919
0.020000,5.039385,2.795338,0.559796,0.015221,-0.055943,0.099178,0.654640
0.020000,5.039618,2.795517,0.560089,0.014142,-0.053959,0.099178,0.655310
0.020000,5.039834,2.795683,0.560362,0.013103,-0.051976,0.099178,0.655931
0.020000,5.040033,2.795837,0.560614,0.012103,-0.049992,0.099178,0.656506
0.020000,5.040217,2.795979,0.560846,0.011143,-0.048009,0.099178,0.657035
0.020000,5.040387,2.796110,0.561060,0.010222,-0.046025,0.099178,0.657522
0.020000,5.040541,2.796229,0.561256,0.009341,-0.044041,0.099178,0.657967
0.020000,5.040683,2.796338,0.561434,0.008500,-0.042058,0.099178,0.658374
0.020000,5.040811,2.796437,0.561596,0.007699,-0.040074,0.099178,0.658742
0.020000,5.040926,2.796527,0.561742,0.006937,-0.038091,0.099178,0.659075
0.020000,5.041030,2.796608,0.561874,0.006215,-0.036107,0.099178,0.659374
0.020000,5.041123,2.796680,0.561991,0.005532,-0.034124,0.099178,0.659642
0.020000,5.041206,2.796743,0.562095,0.004890,-0.032140,0.099178,0.659878
0.020000,5.041278,2.796800,0.562187,0.004286,-0.030156,0.099178,0.660087
0.020000,5.041341,2.796849,0.562267,0.003723,-0.028173,0.099178,0.660269
0.020000,5.041396,2.796891,0.562337,0.003199,-0.026189,0.099178,0.660426
0.020000,5.041443,2.796928,0.562396,0.002715,-0.024206,0.099178,0.660561
0.020000,5.041482,2.796958,0.562446,0.002271,-0.022222,0.099178,0.660674
0.020000,5.041515,2.796984,0.562487,0.001866,-0.020239,0.099178,0.660768
0.020000,5.041541,2.797004,0.562521,0.001501,-0.018255,0.099178,0.660844
0.020000,5.041562,2.797021,0.562547,0.001175,-0.016271,0.099178,0.660905
0.020000,5.041579,2.797033,0.562568,0.000890,-0.014288,0.099178,0.660952
0.020000,5.041591,2.797043,0.562583,0.000643,-0.012304,0.099178,0.660987
0.020000,5.041599,2.797049,0.562594,0.000437,-0.010321,0.099178,0.661012
0.020000,5.041605,2.797054,0.562601,0.000270,-0.008337,0.099178,0.661028
0.020000,5.041608,2.797056,0.562605,0.000143,-0.006354,0.099178,0.661037
0.020000,5.041610,2.797057,0.562607,0.000056,-0.004370,0.099178,0.661042
0.020000,5.041610,2.797058,0.562608,0.000008,-0.002387,0.099178,0.661043
0.020000,5.041610,2.797058,0.562608,0.000000,-0.000403,0.099178,0.661043
0.020000,5.041610,2.797058,0.562608,0.000000,0.000000,0.020147,0.661043
